record_id,pair_id,operation,label,account_state_label,operation_only_score,operation_only_threshold,measured_actor_context_score,measured_actor_context_threshold,measured_process_context_score,measured_process_context_threshold,timing_proxy_sensitivity_score,timing_proxy_sensitivity_threshold,random_forest_score,random_forest_threshold
ctxv5-p044-r02,ctxv5-p044,backup_delete,attack_preparation,compromised,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.3690700816705714,0.3919227783411211,0.36436918540991831,0.73660942689017073
ctxv5-p047-r01,ctxv5-p047,shadow_copy_delete,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.04863336783595025,0.8722271137626169,0.04525352415141137,0.3919227783411211,0.092613919817787299,0.73660942689017073
ctxv5-p047-r02,ctxv5-p047,shadow_copy_delete,attack_preparation,not_applicable,0.5,0.500000000001,0.9017658822260124,0.9017658822260124,0.9889043342897106,0.8722271137626169,0.9898610402711344,0.3919227783411211,0.97647439458018059,0.73660942689017073
ctxv5-p050-r01,ctxv5-p050,shadow_copy_delete,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.04863336783595025,0.8722271137626169,0.04675030834245705,0.3919227783411211,0.092613919817787299,0.73660942689017073
ctxv5-p050-r02,ctxv5-p050,shadow_copy_delete,attack_preparation,compromised,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.8857873741927504,0.8722271137626169,0.8940835126881138,0.3919227783411211,0.74440662753841591,0.73660942689017073
ctxv5-p052-r01,ctxv5-p052,event_log_clear,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.36070372534239037,0.3919227783411211,0.36894744881413016,0.73660942689017073
ctxv5-p052-r02,ctxv5-p052,event_log_clear,attack_preparation,not_applicable,0.5,0.500000000001,0.9017658822260124,0.9017658822260124,0.8722271137626169,0.8722271137626169,0.8690733128308565,0.3919227783411211,0.89954898082402535,0.73660942689017073
ctxv5-p062-r01,ctxv5-p062,service_disable,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.3633030839028796,0.3919227783411211,0.36829530104302499,0.73660942689017073
ctxv5-p062-r02,ctxv5-p062,service_disable,attack_preparation,not_applicable,0.5,0.500000000001,0.9017658822260124,0.9017658822260124,0.8722271137626169,0.8722271137626169,0.8821766864917656,0.3919227783411211,0.90270680648155177,0.73660942689017073
ctxv5-p067-r01,ctxv5-p067,shadow_copy_delete,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.359057105640441,0.3919227783411211,0.36324351845674063,0.73660942689017073
ctxv5-p067-r02,ctxv5-p067,shadow_copy_delete,attack_preparation,compromised,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.3606304813956376,0.3919227783411211,0.36324351845674063,0.73660942689017073
ctxv5-p068-r01,ctxv5-p068,shadow_copy_delete,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.37680209159669426,0.3919227783411211,0.37075279869940059,0.73660942689017073
ctxv5-p068-r02,ctxv5-p068,shadow_copy_delete,attack_preparation,not_applicable,0.5,0.500000000001,0.9017658822260124,0.9017658822260124,0.8722271137626169,0.8722271137626169,0.8756334160658634,0.3919227783411211,0.8995623872281715,0.73660942689017073
ctxv5-p069-r01,ctxv5-p069,backup_delete,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.37265759407786014,0.8722271137626169,0.3632337266716599,0.3919227783411211,0.36267043106247304,0.73660942689017073
ctxv5-p069-r02,ctxv5-p069,backup_delete,attack_preparation,not_applicable,0.5,0.500000000001,0.9017658822260124,0.9017658822260124,0.8722271137626169,0.8722271137626169,0.8824996838419071,0.3919227783411211,0.90082260998666497,0.73660942689017073
ctxv5-p070-r01,ctxv5-p070,backup_delete,legitimate_admin,expected_use,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.04863336783595025,0.8722271137626169,0.047718478391073085,0.3919227783411211,0.08240542083270673,0.73660942689017073
ctxv5-p070-r02,ctxv5-p070,backup_delete,attack_preparation,compromised,0.5,0.500000000001,0.36035622414749613,0.9017658822260124,0.8857873741927504,0.8722271137626169,0.8941818797747497,0.3919227783411211,0.74556935765039578,0.73660942689017073
